BOR;AN;nofinesset;nofinessej;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2014;800000614;800000044;190;66389;79;;;;2;1;25;;28;5;;1;;;14;;;;18;73;6;2;6
USLD;2014;800004152;800000093;30;10540;12;;;;;;;;10;;;;;;2;0;0;0;;0;2;;
USLD;2014;800009417;800000085;35;12606;24;;4;;;5;9;;;;;;;;6;;;;;;1;3;0
USLD;2014;810000505;810000331;74;26233;45;;1;;;;2;;12;9;11;;;;10;;;;12;;6;;
USLD;2014;810000513;810000349;29;9521;74;;;;17;13;;;5;13;;;;;26;;;;;;8;35;1
USLD;2014;810000562;810000455;60;21856;25;;0;0;3;0;0;0;17;0;0;0;0;0;5;0;0;8;8;0;0;0;0
USLD;2014;810099838;810000380;50;17297;52;;;;20;2;;;25;1;;;;;4;;;;;;5;;
USLD;2014;810100370;810000380;70;25493;12;;;;1;;;;5;3;;1;;;2;0;0;0;0;0;2;0;0
USLD;2014;820000032;820000016;30;10187;24;;0;0;15;0;7;0;9;0;1;0;0;0;20;0;0;0;2;0;1;0;0
USLD;2014;820000438;820000214;35;11906;60;;;;;;;;;;;;;;;0;0;0;0;0;;;
USLD;2014;830000279;830100517;46;15837;24;;;;;;;;13;6;;;;;5;;;;;;0;;
USLD;2014;830000337;830100590;40;14400;35;;0;0;5;;0;0;0;0;0;0;0;0;16;0;0;0;0;0;1;0;0
USLD;2014;830013629;130002041;26;9049;15;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;830017372;750721235;100;34719;44;;;;;2;;7;21;7;;;;;7;;;10;6;;8;4;
USLD;2014;830100608;830100616;14;5035;14;;;;;;;;1;2;;;;;8;;;;;;5;;
USLD;2014;830100764;440052041;40;14812;10;;;;;;1;;6;;;;3;;;;;;;;;;
USLD;2014;830202743;830100616;36;13091;27;;;;;1;;;1;15;;;;;8;;;;68;;3;;
USLD;2014;830212734;830008819;30;10374;307;;;;3;226;;;2;1;;;;;48;;;;;;55;;
USLD;2014;830212783;830002432;23;7289;24;;0;;4;;0;;16;;0;;4;;24;0;0;0;0;0;8;0;0
USLD;2014;830213880;830100566;30;10740;20;;0;0;1;;1;;12;;0;;0;;6;0;0;1;13;0;3;0;0
USLD;2014;830213989;830100525;35;12542;22;;;;4;;1;;;1;;;;;13;1;;;4;;3;;
USLD;2014;840000392;840000046;30;10755;21;;;;10;;5;;;1;;;;1;4;0;0;2;0;0;2;;
USLD;2014;840000418;840004659;33;10792;46;;;;20;17;;;7;2;;;;;;;;;;;1;;
USLD;2014;840000483;840000087;30;10862;26;;;;2;;;;11;;;;;;12;0;0;0;0;0;;;14
USLD;2014;840000491;130041916;50;18051;23;;;;;;;;20;;;;;;2;;;;;;;;5
USLD;2014;840001861;840006597;67;24235;16;;;;;;;;16;;;;;;;;;;;;;;2
USLD;2014;840007579;840000012;40;13579;41;;;;4;3;;;11;3;;;;;19;;1;;;;7;;
USLD;2014;850000142;850000019;80;28834;31;;;;;;;;23;1;;;;;6;80;;30;11;;1;1;
USLD;2014;850000209;850000019;30;10648;18;;4;;2;1;;;7;;;;;;4;;;3;3;;;;
USLD;2014;850000233;850009010;30;10464;41;;1;;1;;;;32;;;;;;7;0;0;2;5;0;4;0;1
USLD;2014;850000647;850011453;42;14891;33;;0;0;0;3;0;0;16;0;0;0;0;0;10;0;0;0;10;0;3;0;0
USLD;2014;850001116;850020280;34;8028;0;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;850003377;850009010;30;10639;17;;;;1;;;;11;;;;;;5;0;0;2;3;0;0;0;0
USLD;2014;850021049;850000084;60;21497;26;;0;;;1;2;;4;;0;;0;;19;;;;;;3;;
USLD;2014;850021866;850000092;25;8963;5;;;;;1;;;;;4;;;;;;;30;;;;1;
USLD;2014;850022013;850000100;21;7418;7;;;;;4;;;2;;;;;;1;;;;1;;1;;
USLD;2014;860000033;860013382;30;10890;7;;;;;;;;2;;;;;;5;0;0;0;16;0;0;0;0
USLD;2014;860000058;860780097;42;14637;40;;;;9;5;;;18;2;;2;;;4;;;;14;;;;
USLD;2014;860000223;860013077;97;34587;83;;;;;1;3;;75;;;2;;;2;;;;;;;;
USLD;2014;860011014;860013077;30;10616;32;;;;;;2;;23;1;;;;;6;;;;;;;;
USLD;2014;860785682;860013382;60;20903;57;;0;0;5;0;5;0;23;1;0;0;0;0;19;0;0;21;13;0;11;1;0
USLD;2014;870000270;870000031;40;14356;85;;0;0;8;8;11;0;42;1;0;0;0;0;15;0;0;0;0;0;26;2;
USLD;2014;870000551;870014503;39;13787;38;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;870000601;870014248;30;10990;54;;;1;26;4;;1;8;;;1;;;1;;;;;;13;;5
USLD;2014;870001567;870014503;45;16172;32;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;870003514;870000015;114;41416;79;;0;0;13;3;1;0;48;2;0;7;0;0;2;0;0;;2;0;12;4;0
USLD;2014;870005931;870000023;60;21739;45;;;;2;2;;;26;3;;1;;;11;;;;;;7;;
USLD;2014;870008042;870000015;138;50117;101;;0;0;18;7;0;0;43;2;0;5;0;0;17;0;0;;8;0;11;6;0
USLD;2014;880000039;880780069;25;7408;24;;;;8;2;;;7;;;;1;;6;;;;20;;;;
USLD;2014;880000070;880007299;30;10396;40;;0;0;5;3;5;0;20;0;0;0;0;0;7;0;0;0;0;0;11;1;0
USLD;2014;880000104;880780259;30;8840;26;;;;1;3;;;14;5;;;;;3;;;;11;;4;;
USLD;2014;880000336;880007059;30;10598;14;;2;;;1;;1;10;;;;;;;;;;;;;;
USLD;2014;880786637;880780093;24;8507;19;;;;4;;;;10;;;;;;2;42;0;2;0;0;0;0;0
USLD;2014;880786645;880780077;30;9267;97;;1;;21;;20;;15;;;;;;4;;;;;;3;;1
USLD;2014;890971583;890000417;64;22766;35;;;;14;6;;;;3;;;;;11;;;7;70;;4;;
USLD;2014;890975527;890000037;29;9927;32;;;;8;1;;;13;1;;;;;9;;;;;;30;;1
USLD;2014;900000647;900004698;123;41363;70;;;0;;2;;0;;34;;2;;0;8;;;;;;11;;
USLD;2014;910000272;910110014;48;16845;31;;;;1;1;;;10;6;;;;;9;;;;5;;5;;
USLD;2014;910000280;910019447;30;10156;27;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;910000306;910110063;30;10576;27;;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;0;0
USLD;2014;910001973;910019447;40;12581;53;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;910100015;750712184;171;59680;78;;;;1;;;;77;;;;;;;;;;16;;19;;
USLD;2014;910100023;750712184;206;71210;90;;;;2;;;;87;;;;;;1;;;16;113;;23;;
USLD;2014;910150069;910000033;60;21070;41;;;;;;;;33;7;;;;;1;0;0;63;12;0;;;
USLD;2014;920000593;920026374;88;31077;59;;;;5;3;;1;40;5;;;;;5;0;0;4;4;0;3;0;0
USLD;2014;920000619;920009909;100;31471;36;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;920001369;920710654;75;24066;51;;;;;29;;;11;;;;;;11;;;;;;6;1;
USLD;2014;920024205;920808037;110;39026;49;;;;;12;;;27;1;;;;;7;;;;;;8;5;5
USLD;2014;920100047;750712184;80;28739;18;;;;;;1;;12;;3;;;;2;;;;;;;;
USLD;2014;920100062;750712184;119;40790;58;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;930000294;930021480;43;14820;34;;;;2;;1;;25;;;;;;6;;;;5;;4;;
USLD;2014;930100011;750712184;179;63606;115;;;;;;;;;;;;;;;0;0;;;;;;
USLD;2014;930150057;750808529;35;12462;16;;9;;;;;;3;;;;;;4;;;;;;26;421;1
USLD;2014;930706239;930110051;100;35881;49;;0;0;2;1;0;0;32;0;0;0;0;0;;0;0;0;6;0;1;0;0
USLD;2014;930815501;750034308;114;40662;19;;;;;;;;;2;2;10;;;;;;;;;1;;1
USLD;2014;940000615;940140023;42;14729;8;;;;;;;;;;4;3;;;1;;;48;;;;2;7
USLD;2014;940100027;750712184;40;13522;7;;;;;;;;7;;;;;;;;;;;;1;;
USLD;2014;940100035;750712184;152;56570;23;;;;;;;;23;;;;;;;;;6;8;;8;1;
USLD;2014;940100050;750712184;387;138354;196;;;;;;;;196;;;;;;;;;;;;43;;31
USLD;2014;940100068;750712184;189;67724;59;;;;573;510;;;1;;1;;0;;203;;;;1250;;102;;57
USLD;2014;940812506;940110042;46;16603;9;;;;3;;;;1;;;;;;5;;;;;;;;
USLD;2014;950000307;950110015;100;31863;50;;;;8;;5;;26;5;;;;;6;;;1;12;;1;2;
USLD;2014;950000331;950110049;120;40860;64;;2;0;6;2;1;0;22;17;0;0;0;0;14;0;0;0;4;0;7;1;1
USLD;2014;950000406;950150037;40;14047;31;;;;;;;;18;;1;;;;11;30;;2;4;;4;0;1
USLD;2014;950016139;950015289;60;21387;30;;;;3;;;;8;5;;;;;14;;;;;;;;
USLD;2014;950100016;750712184;115;41032;55;;0;0;0;0;0;0;36;36;0;0;0;0;0;0;0;0;24;0;0;13;10
USLD;2014;970100418;970100194;30;10769;5;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;970100459;970100244;15;5270;10;;;;;;;;7;;;;;;3;0;0;0;0;0;0;0;0
USLD;2014;970112033;970100210;120;41091;22;;;;;;;;;;;;;;;;;;;9;;;
USLD;2014;970211215;970211207;82;30533;28;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;970211223;970211207;28;10220;14;;;;;;;;;;;;;;;;;;;;;;
USLD;2014;970300026;970302022;30;8960;6;;;0;2;2;1;;;;;0;;;2;;;;;;1;;
USLD;2014;970400156;970403606;44;12548;19;;0;0;1;0;0;0;13;1;0;0;0;0;4;;;;;;;;
USLD;2014;970463139;970408589;40;13556;15;;1;;9;;;;0;;;;;;;;;;;;;;
USLD;2013;010000065;010780096;30;10680;18;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;010000081;010780112;30;10692;14;;0;;2;;;;8;1;;;;;3;;;;17;;2;1;
USLD;2013;010000115;010009132;30;10196;49;;;;2;47;;;20;;;;;;;;;;;;3;;
USLD;2013;010009314;010780054;94;31970;91;;2;;33;6;11;8;42;9;;2;;;7;;;4;4;;8;0;
USLD;2013;010009702;010780054;26;8596;17;;;;3;;;;8;;;;;;3;;;;;25;2;0;
USLD;2013;010786259;010008407;18;8087;16;;0;;0;2;0;0;0;7;0;0;0;0;0;0;0;7;0;0;0;0;0
USLD;2013;010789717;010008407;17;5962;10;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2013;020000089;020000022;30;10140;27;;0;;1;0;0;0;22;0;0;0;0;0;2;0;0;10;12;0;0;1;0
USLD;2013;020000162;020000063;60;20950;37;;1;;;;1;;20;5;;;;;7;19;0;0;0;0;5;1;1
USLD;2013;020000535;020000287;44;15020;22;;1;;;;;;11;3;;2;;;3;;;;9;;;1;
USLD;2013;020000683;020002085;30;10932;22;;;;;;;;;4;;;;;18;;;;4;4;5;;
USLD;2013;020004677;020000261;50;16602;45;;0;;3;0;0;0;18;1;0;0;0;0;23;0;0;0;0;0;2;2;0
USLD;2013;020005476;020000253;41;13696;20;;0;;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2013;030000061;030780092;80;29417;46;;;;23;;4;;7;7;1;;;;4;;;2;2;;1;1;6
USLD;2013;030000079;030780100;60;21781;35;;0;;28;0;0;0;6;0;0;0;0;0;1;;;;;;;;
USLD;2013;030000087;030780118;115;41362;66;;;;11;8;4;;35;1;;;;;6;685;776;;560;;;;13
USLD;2013;030000160;030780282;40;14377;8;;;;;;;;;;483;227;;;;;;;;;;;
USLD;2013;040000093;040780215;30;10655;14;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;040002248;040000168;41;9757;32;;0;;0;5;0;0;6;0;0;10;0;0;11;0;15;0;1;0;0;0;0
USLD;2013;050000132;050007145;25;8976;9;;;;2;;1;;;;4;;;;2;;;;1;;;;
USLD;2013;050000231;050000116;30;10587;15;;;;;;;;;9;;;;;;;;;;;2;;
USLD;2013;050000256;050000124;30;10349;18;;;;2;;2;;13;1;;;;;;;113;;;;;;
USLD;2013;050006436;050002948;50;18152;25;;0;;2;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2013;060000510;060780954;20;532;14;;;;;;;;;;;;;;14;;;0;0;;0;0;0
USLD;2013;060000551;060781010;41;14779;19;;;;;;;;;;;;;;;;;;;;4;;
USLD;2013;060019213;060005188;34;11906;36;;;;;10;;1;;3;;0;;0;11;;;;;;4;8;4
USLD;2013;060788957;060785011;61;21998;24;;;;;;1;;20;;;;;;3;;;;;;6;;
USLD;2013;060790177;060785011;40;14205;9;;;;;;;;8;;;;;;1;;;;;;2;1;
USLD;2013;060790631;060791761;30;10740;23;;0;;1;4;0;0;5;3;0;0;0;0;1;0;0;0;0;0;1;0;1
USLD;2013;060790680;060780897;30;10765;14;;;;;;;;7;1;;;;;6;;;;;;;;
USLD;2013;060793239;750826638;75;27109;29;;;;;;8;;7;3;;1;;;;;;;;;1;;
USLD;2013;060794021;060780988;54;18658;34;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;070000047;070780127;75;24915;42;;0;;0;0;0;0;14;11;0;4;0;0;6;;;;8;;3;3;8
USLD;2013;070784517;070002878;60;21646;30;;;;;;;;11;;;;;;19;;;;;;2;;
USLD;2013;080000110;080000037;43;15397;25;;1;;1;0;2;4;4;6;;1;;0;5;0;0;0;0;7;5;0;0
USLD;2013;080000219;080001969;2;611;2;;0;;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
USLD;2013;080003635;080000615;65;23606;21;;0;;4;0;0;0;15;0;;0;;0;2;2;2;0;3;0;0;0;0
USLD;2013;100000116;100000041;30;10580;27;;;;0;3;;0;14;1;;1;;0;0;0;0;0;0;0;4;0;0
USLD;2013;100000140;100000058;30;10476;48;;;;7;0;;10;25;0;;0;;0;6;0;0;0;0;0;2;0;0
USLD;2013;100000801;100006279;40;12206;36;;0;;2;0;;0;9;2;;0;0;0;4;4;0;2;3;0;6;1;0
USLD;2013;100006493;100000017;70;24897;45;;0;;13;0;0;0;25;0;0;0;0;0;2;0;0;0;6;0;4;1;0
USLD;2013;110000049;110780087;30;10810;38;;;;;1;;;17;;;;;;20;;;;;;5;;
USLD;2013;110000247;110780772;30;10823;40;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;110006137;110780061;30;8140;51;;;;1;;;;;;;;;;43;;;;;;8;;1
USLD;2013;110781283;110780137;90;30438;124;;;;16;12;;;;4;2;;;;4;;1;0;1;0;21;;25
USLD;2013;110785789;110786324;30;10491;20;;;;;;;;14;2;;;;;3;;;3;;;2;;
USLD;2013;120000070;120780085;30;11565;20;;0;;0;0;0;0;9;0;0;1;0;0;8;0;0;0;0;0;2;0;0
USLD;2013;120000088;120780093;30;10117;20;;;;2;;;;12;;;2;;;4;;;5;;;4;;
USLD;2013;120000096;120780101;30;10053;73;;0;;6;3;0;7;2;1;0;0;0;0;5;0;2;5;0;0;7;5;0
USLD;2013;120000153;120780291;40;14412;27;;;;;;;;12;10;;;;;;;;;;;;;
USLD;2013;120004668;120004619;40;13539;52;;0;;10;;7;;22;1;;;;;11;;;;;;5;;
USLD;2013;120782263;120780069;80;24260;144;;;;99;;;;16;;;;;;29;;46;;;;;;
USLD;2013;120783097;120004528;50;17436;27;;;;3;;;;17;5;;;;;;24;;;;;;;
USLD;2013;120786959;120780044;30;9317;48;;1;;10;;6;;9;14;;;;;5;;;;;;8;3;
USLD;2013;130000516;130781339;56;18338;41;;;;3;3;;;19;10;;;;;4;;;;;0;3;1;
USLD;2013;130000565;130781446;31;10652;38;;;;16;;1;;;;;;;;21;;;;;;;;
USLD;2013;130001225;130782634;33;11939;12;;0;;0;;0;;0;;0;;0;;8;44;0;20;8;0;0;0;0
USLD;2013;130001258;130028228;30;10651;19;;2;;;;;;4;6;;;;;;;;;;;;;
USLD;2013;130012719;130000938;19;6836;6;;;;1;;;;3;;;;;;2;;;;;;1;;
USLD;2013;130032758;130001514;30;10414;56;;;;15;;;;36;;;;4;;1;0;0;0;0;0;7;;9
USLD;2013;130037674;130789316;30;10226;27;;;;;;;1;14;2;;;;;10;54;;;;;;;2
USLD;2013;130798358;130041916;70;24582;42;;;;;1;;;17;;;;;9;14;;;;;;;;5
USLD;2013;130808843;130002157;30;10414;20;;;;1;6;;;;10;;;;;;;;;;;3;;1
USLD;2013;130809015;130001928;150;53166;63;;0;;0;0;16;6;18;10;0;0;0;0;0;0;0;0;0;0;2;0;0
USLD;2013;140000027;140000035;40;14057;22;;;;4;1;1;;3;1;;;2;;4;;;3;8;;;;
USLD;2013;140000241;140026279;30;9813;22;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;140000373;140000159;30;10655;16;;;;;6;;;1;2;2;;;;;;;;;;;;
USLD;2013;140012196;140000100;100;35320;33;;;;17;;6;;;5;;;;;;;;;3;;;3;
USLD;2013;140013830;140000118;60;21881;32;;;;6;1;3;;12;;;;;;9;91;;;2;3;;;
USLD;2013;140017401;140000092;50;18175;39;;0;;3;1;0;;4;;0;;0;;6;0;0;0;1;0;5;0;0
USLD;2013;150000032;150780088;35;12524;12;;0;;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;11;0;0
USLD;2013;150000040;150780096;46;16562;28;;;;6;;13;;74;;6;;;;9;0;0;10;5;0;6;0;2
USLD;2013;150000164;150780468;30;9929;22;;6;;0;;0;;0;;0;;0;;0;;;;;;0;0;0
USLD;2013;150000180;150780500;30;9903;33;;0;;7;0;0;0;17;0;0;0;0;0;9;0;0;0;0;0;0;0;0
USLD;2013;150002921;150780468;12;2300;47;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;160000188;160000121;53;18740;50;;0;;7;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;10;0;0
USLD;2013;160000253;160000451;30;10596;42;;0;;3;0;27;0;3;1;0;0;0;0;8;3;0;0;3;0;5;0;0
USLD;2013;160000303;160006037;80;28630;2;;;;;;;;11;;;;;;12;;;5;4;;2;;
USLD;2013;160000360;160000519;65;23156;29;;;;8;;3;;5;;;;;;8;;;;;;;1;
USLD;2013;160006391;160000485;30;10489;28;;;;7;2;;;6;3;;;;;10;;1;;13;;8;;
USLD;2013;160006409;160014411;37;12802;34;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;170000129;170780191;50;17604;27;;0;;0;;0;;11;;0;;0;;7;0;0;0;0;0;3;0;0
USLD;2013;170000152;170780225;50;17494;22;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;170791321;170023279;92;30894;68;;;;10;;5;;28;2;;;;;4;;3;;;;3;;
USLD;2013;170792220;170780175;45;16086;29;;;;7;0;;;5;0;;0;;0;6;;;;;0;1;0;3
USLD;2013;180000176;180001158;40;14424;10;;;;;1;;;;1;1;;;;7;0;0;0;0;0;2;;
USLD;2013;180000200;180000051;46;16676;18;;;;;;10;;2;;;;;;;;;;;;3;;
USLD;2013;180000333;180000093;30;10407;21;;0;;0;;0;;21;;0;;0;;0;0;0;0;0;0;0;0;0
USLD;2013;180003287;180000028;60;21185;69;;0;;5;0;4;0;29;2;0;0;0;0;5;0;0;0;3;0;2;0;0
USLD;2013;180003386;180000069;41;14228;30;;;;2;;17;;8;;;;;;;;;;2;;;;
USLD;2013;180007825;180001158;60;21457;17;;;;;1;;;;3;2;1;;;10;0;0;0;0;0;1;;
USLD;2013;190000018;190000042;33;11949;17;;;;;;;;7;;;;;;2;;;;;53;2;0;2
USLD;2013;190000034;190000067;30;10017;27;;;;6;;;;8;2;;2;;;9;;;;;;5;;
USLD;2013;190000091;190000075;30;11102;10;;;;1;;;;1;;;;;;8;;;;;;3;;
USLD;2013;190002493;190000059;53;20375;29;;;;5;;3;;16;;1;;;;11;;1;;4;;2;2;
USLD;2013;190005140;190002485;30;10736;33;;0;;0;10;0;5;0;2;0;0;0;0;13;33;2;0;0;0;11;0;0
USLD;2013;190005165;190002519;60;21321;50;;;;;9;;;;4;;;;;;;;1;7;;1;;
USLD;2013;210983466;210011482;30;10138;21;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;210983565;210011482;30;10766;20;;;;3;1;;1;8;;;;;;6;;;;7;;4;;
USLD;2013;210986329;750043713;30;10760;4;;;;;0;;1;;1;;0;;0;;0;0;0;0;0;0;0;0
USLD;2013;210987574;210780623;30;10344;14;;;;8;160;;;;;;;;;;;;;;;;;
USLD;2013;210987616;210780656;30;9866;18;;;;;;;;;;;;;;;;;;;;48;;
USLD;2013;210987939;210780607;42;15151;8;;;;;;;2;;;2;;;;4;;;;;;;;
USLD;2013;220005557;220000103;30;10862;16;;1;;;;5;;4;1;;;;;5;0;0;0;12;0;1;;
USLD;2013;220006423;220000152;30;10744;20;;;;;;;;;;;;;;20;;;;;;2;;4
USLD;2013;220006456;220021968;30;10610;47;;;;16;;;;4;2;;;;;15;0;0;10;1;0;10;;
USLD;2013;220006472;220000046;60;21179;24;;1;;1;0;0;0;17;2;0;2;0;0;1;;;;;;4;0;0
USLD;2013;220007645;220005045;60;21418;75;;;;27;12;;;18;5;;1;;;;3;3;4;;2;8;;
USLD;2013;220014138;220017974;30;10803;19;;;;1;3;;;7;1;3;;;;3;;;;;;;;
USLD;2013;230000259;230780041;50;14138;35;;0;;9;;0;;12;;0;;0;;14;;0;;0;;4;;
USLD;2013;230000838;230780058;30;9945;16;;0;;0;;3;;3;;0;;0;;6;;0;;;0;2;1;
USLD;2013;230000846;230780066;30;10444;38;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;230000952;230780512;30;10264;25;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;230000960;230780520;30;10041;16;;;;;;;;8;;;;;;4;;;;;;;2;
USLD;2013;240000372;240000059;50;16499;34;;0;;20;1;6;0;0;2;0;0;0;0;4;4;0;0;0;0;1;0;0
USLD;2013;240000471;240000109;30;10786;23;;;;;;;;20;;;;;;3;;;;;;;;
USLD;2013;240000489;240000117;60;23325;33;;;;3;;;;6;;0;;0;;21;0;12;0;;0;0;1;9
USLD;2013;240000539;240000166;60;21289;23;;;;;;4;3;5;;;2;;;1;;;;2;;8;;1
USLD;2013;240000687;240000448;40;14609;11;;;;;;;;10;1;;;;;;;;;;;1;;3
USLD;2013;250000627;250000221;30;10823;12;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;250000635;250000239;20;7066;20;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;250000882;250002839;30;10196;17;;;;;1;;1;;9;;;;;2;;;2;;;1;;
USLD;2013;250001237;250007598;60;21235;49;;0;;11;6;;;14;7;1;;0;;10;2;0;4;3;0;0;0;0
USLD;2013;250001252;250007788;91;32401;34;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;250004009;900000365;30;10809;20;;;;4;;;;16;;;;;;;;;;;;1;;
USLD;2013;250007234;250000452;30;10819;15;;0;;4;0;0;0;0;5;1;0;0;0;0;0;0;0;8;0;1;0;0
USLD;2013;260000013;260000021;74;26261;116;;;;29;;36;;26;;;;;;25;0;0;0;12;0;7;1;0
USLD;2013;260000138;260000047;40;14383;22;;;;5;1;;;8;;;;;;8;;1502;;22;;1;1;2
USLD;2013;260003363;260006770;58;18112;33;;;;7;14;;;;7;;;;;;;;;;;;;
USLD;2013;260010012;260003264;33;11992;4;;;;;;;;;;4;;;;;;;;;;;;
USLD;2013;270000367;270000086;55;19230;69;;1;;8;0;12;0;27;5;0;2;0;0;11;5;0;3;0;0;7;1;
USLD;2013;270000425;270000102;37;13178;21;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;270000441;270000110;50;17194;28;;0;;3;0;0;0;12;4;0;0;0;0;8;0;0;0;0;17;0;0;0
USLD;2013;270000516;270000177;30;11146;15;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;280000050;280000142;50;17731;8;;;;;;;;;1;4;;;;1;;;;;1;2;;
USLD;2013;280000084;280000183;92;32418;29;;;;;;;;13;1;;;;;15;25;;5;5;;1;2;
USLD;2013;280000100;280000225;40;13680;12;;;;2;3;;;2;;;;;;3;0;0;0;0;0;0;0;0
USLD;2013;280000662;280500075;40;13992;23;;0;;0;;11;;8;;0;;0;;4;0;0;3;2;0;1;0;0
USLD;2013;290000181;290000074;30;10918;26;;0;;0;;0;;23;;0;;0;;3;0;0;0;0;0;1;1;0
USLD;2013;290000785;220020739;34;11932;14;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;290008291;290021542;10;3583;15;;;;;;;;1;;;;;;14;25;;;10;;;;
USLD;2013;290008853;290000074;30;10918;26;;;;;;;;23;;;;;;3;0;0;0;0;0;1;1;0
USLD;2013;290014687;290000306;30;10851;22;;0;;0;;1;;6;;0;;0;;15;0;0;5;0;0;6;1;0
USLD;2013;290017599;290020700;34;11250;31;;;;2;;;;5;2;;;;;;;;;;;1;0;0
USLD;2013;290017920;220020739;34;11932;14;;;;;;;;14;;;;;;;;0;;;0;0;0;0
USLD;2013;290017946;290000017;152;54742;57;;;;2;;;;10;9;2;;;;;;;21;2;;3;;1
USLD;2013;290020841;290000298;35;9706;3;;;;;;;;;;;;;;3;;;;;;2;;2
USLD;2013;290023605;290021542;90;33113;26;;;;;;;;11;;10;;;;5;121;0;61;15;0;5;1;
USLD;2013;290024462;290000298;35;15453;25;;;;;1;;;;1;12;;;;2;;;;;;3;1;
USLD;2013;290025113;290020700;30;11098;24;;1;;;;;;3;1;;;1;;;;;;;;3;0;0
USLD;2013;290025147;290020700;30;11583;12;;;;;;;;2;3;;;;;;;;;;;0;0;0
USLD;2013;2A0000212;2A0000170;30;9891;14;;;;67;;;;212;;;;;;;;;;;;6;;0
USLD;2013;2A0002614;2A0002606;30;10844;15;;1;;;1;;;4;1;;;;;;;;;;;2;;
USLD;2013;2A0023271;2A0000014;70;23822;52;;1;;;1;1;;38;;;;;;10;;;;;;1;;5
USLD;2013;2B0004089;2B0000020;30;9669;21;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;2B0005359;2B0005342;20;6998;18;;;;7;5;;;;4;;;;;2;;;;;;2;2;
USLD;2013;300000031;300780053;30;10683;25;;0;;11;3;6;10;0;0;0;0;0;0;25;0;0;0;1;0;6;0;0
USLD;2013;300000064;300780087;30;11756;24;;;;5;6;;;9;;;;;;;;;;;;;;
USLD;2013;300000072;300780095;30;10855;20;;0;;8;3;0;0;2;2;0;0;0;0;5;0;0;0;0;0;2;3;0
USLD;2013;300012481;300780046;27;10053;18;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;300012499;300780046;63;22241;26;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;300782125;300780038;190;67152;104;;0;;13;;12;;46;;;;;;33;;;;;;5;4;4
USLD;2013;310000310;310780671;60;21655;37;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;310000336;310780713;61;21306;31;;;;2;;;;17;;;;;;8;;;;;;;;
USLD;2013;310013628;310786256;53;18770;31;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;310018049;750043713;63;21595;18;;;;;;;;13;;;;;;;;;;;;4;;
USLD;2013;310021571;310021563;44;1007;25;;;;;3;;3;;14;;;;;;0;0;0;0;0;0;0;0
USLD;2013;310022298;310781406;120;46510;66;;1;;2;4;8;0;38;5;0;1;0;0;7;0;0;;31;;4;;
USLD;2013;310794094;310780754;47;16907;18;;;;;;;;;;;;;;;;;;;;;;
USLD;2013;320000086;320780117;70;25192;28;;;;;;;;17;;;;;;3;;;8;;;2;;
