BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2014;300782117;300780038;M1160;14;4;16.68;1;1;1;1
IMAGES_P;2014;300782117;300780038;M1210;1;4;3.46;0;0;;
IMAGES_P;2014;300782117;300780038;N4130;61;14;71.25;0;1;;
IMAGES_P;2014;300782117;300780038;N4160;3;;4;;;;
IMAGES_P;2014;300782117;300780038;NAUT;60;12;67.72;;;;
IMAGES_P;2014;310000310;310780671;M1160;2;;1.58;;1;0;1
IMAGES_P;2014;310000310;310780671;N4130;11;1;11.58;1;0;;
IMAGES_P;2014;310000310;310780671;N4160;1;;1;;;;
IMAGES_P;2014;310000310;310780671;NAUT;4;1;3.67;;;;
IMAGES_P;2014;310000336;310780713;M1160;;2;0.1;0;0;0;0
IMAGES_P;2014;310000336;310780713;NAUT;1;;1;;;;
IMAGES_P;2014;310016977;310781406;M1160;6;2;3.44;1;1;1;1
IMAGES_P;2014;310016977;310781406;N4130;37;4;28.13;0;0;;
IMAGES_P;2014;310016977;310781406;N4160;3;;1.06;;;;
IMAGES_P;2014;310016977;310781406;NAUT;12;5;13.86;;;;
IMAGES_P;2014;310019351;310781406;N4130;14;2;9.2;;;;
IMAGES_P;2014;310019351;310781406;N4160;1;;0.3;;;;
IMAGES_P;2014;310019351;310781406;NAUT;4;;2.1;;;;
IMAGES_P;2014;310780135;310000054;M1160;9;;9;;1;;
IMAGES_P;2014;310780135;310000054;N4130;14;;11.5;;;;
IMAGES_P;2014;310780135;310000054;NAUT;12;;10.5;;;;
IMAGES_P;2014;310780234;310000591;N4130;0;2;1;0;0;;
IMAGES_P;2014;310780259;310000096;N4130;4;;4;0;1;;
IMAGES_P;2014;310780259;310000096;N4160;1;;1;;;;
IMAGES_P;2014;310780283;310000112;M1160;11;;11;0;1;1;1
IMAGES_P;2014;310780283;310000112;N4130;;;;1;0;;
IMAGES_P;2014;310780309;310000120;M1160;7;2;8;0;1;0;0
IMAGES_P;2014;310780309;310000120;N4130;14;0;14;;;;
IMAGES_P;2014;310780309;310000120;NAUT;22;0;22;;;;
IMAGES_P;2014;310780366;310000153;M1160;2;0;2;0;0;;
IMAGES_P;2014;310780374;310000161;M1160;;3;0.6;0;1;0;0
IMAGES_P;2014;310780382;310000179;M1160;4;;4;0;1;0;0
IMAGES_P;2014;310780382;310000179;N4130;6;3;8.47;0;1;;
IMAGES_P;2014;310780382;310000179;N4160;6;1;6.8;;;;
IMAGES_P;2014;310780382;310000179;NAUT;14;1;14.94;;;;
IMAGES_P;2014;310781000;310788880;M1160;6;1;6.5;0;1;0;0
IMAGES_P;2014;310781000;310788880;N4130;20;14;21.07;1;1;;
IMAGES_P;2014;310781000;310788880;N4160;1;;1;;;;
IMAGES_P;2014;310781000;310788880;NAUT;24;0;22.74;;;;
IMAGES_P;2014;310781067;310788898;M1160;3;3;2.6;0;1;;
IMAGES_P;2014;310781067;310788898;N4130;8;2;4.8;0;1;;
IMAGES_P;2014;310781067;310788898;N4160;1;;1;;;;
IMAGES_P;2014;310781067;310788898;NAUT;2;1;2.87;;;;
IMAGES_P;2014;310781422;310781562;N4130;;1;0.4;0;0;;
IMAGES_P;2014;310781505;310000492;M1160;;14;9.8;;;;
IMAGES_P;2014;310781695;750043994;M1160;;1;0.5;0;0;0;0
IMAGES_P;2014;310781695;750043994;NAUT;;1;0.5;;;;
IMAGES_P;2014;310781984;310014378;M1160;;1;0.53;0;0;0;0
IMAGES_P;2014;310781984;310014378;N4130;1;1;1.08;0;0;;
IMAGES_P;2014;310782347;310789136;M1160;5;8;6.9;;;;
IMAGES_P;2014;310782347;310789136;M1210;2;1;2.5;;;;
IMAGES_P;2014;310782347;310789136;N4130;20;6;22.65;;;;
IMAGES_P;2014;310782347;310789136;N4160;2;;2;;;;
IMAGES_P;2014;310782347;310789136;NAUT;8;3;8.8;;;;
IMAGES_P;2014;310783048;310781406;M1160;22;13;13.4;;;;
IMAGES_P;2014;310783048;310781406;M1210;8;;5.8;;;;
IMAGES_P;2014;310783048;310781406;N4130;61;10;61.3;;;;
IMAGES_P;2014;310783048;310781406;N4160;5;;3.5;;;;
IMAGES_P;2014;310783048;310781406;NAUT;49;3;43.38;;;;
IMAGES_P;2014;310783055;310781406;M1160;13;11;10.17;;;;
IMAGES_P;2014;310783055;310781406;M1210;7;1;3.89;;;;
IMAGES_P;2014;310783055;310781406;N4130;65;4;61.96;;;;
IMAGES_P;2014;310783055;310781406;N4160;3;;3.13;;;;
IMAGES_P;2014;310783055;310781406;NAUT;36;4;36.32;;;;
IMAGES_P;2014;310784558;310180013;M1160;0;1;0.05;0;0;0;0
IMAGES_P;2014;310784558;310180013;N4130;1;0;1;0;0;;
IMAGES_P;2014;310784558;310180013;NAUT;0;1;0.8;;;;
IMAGES_P;2014;310787304;310781406;NAUT;;1;0.8;;;;
IMAGES_P;2014;320000086;320780117;M1160;4;;4;1;;;
IMAGES_P;2014;320000086;320780117;N4130;18;6;22.88;;;;
IMAGES_P;2014;320000086;320780117;NAUT;5;1;6.2;;;;
IMAGES_P;2014;320000102;320780133;M1160;;1;0.5;;;;
IMAGES_P;2014;320000102;320780133;N4130;4;;4;0;0;;
IMAGES_P;2014;320000102;320780133;N4160;;1;0.5;;;;
IMAGES_P;2014;320780067;320000052;M1160;1;;1;0;1;;
IMAGES_P;2014;320780067;320000052;N4130;;2;0.91;0;1;;
IMAGES_P;2014;320780067;320000052;NAUT;1;;1;;;;
IMAGES_P;2014;320784333;320000565;M1160;0;1;0.1;0;0;0;0
IMAGES_P;2014;320784333;320000565;N4160;1;0;1;;;;
IMAGES_P;2014;330000332;330780545;M1160;;5;1;0;1;0;0
IMAGES_P;2014;330000332;330780545;N4130;1;1;2.2;0;0;;
IMAGES_P;2014;330000332;330780545;NAUT;1;;1;;;;
IMAGES_P;2014;330000340;330780552;M1160;;12;4.4;0;;0;0
IMAGES_P;2014;330000340;330780552;N4130;6;6;11.35;;;;
IMAGES_P;2014;330000340;330780552;N4160;1;;1;;;;
IMAGES_P;2014;330000340;330780552;NAUT;10;2;9.5;;;;
IMAGES_P;2014;330000555;330781204;M1160;3;;3;0;1;;
IMAGES_P;2014;330000555;330781204;N4130;10;;10.49;1;;;
IMAGES_P;2014;330000555;330781204;N4160;1;;0.23;;;;
IMAGES_P;2014;330000555;330781204;NAUT;5;;5.26;;;;
IMAGES_P;2014;330000571;330781220;M1160;2;;2.53;0;1;0;0
IMAGES_P;2014;330000571;330781220;N4130;10;1;11.5;0;0;;
IMAGES_P;2014;330000571;330781220;NAUT;6;;4.66;;;;
IMAGES_P;2014;330000589;330027509;N4130;19;0;16.2;;;;
IMAGES_P;2014;330000589;330027509;N4160;1;0;1;;;;
IMAGES_P;2014;330000589;330027509;NAUT;15;0;15.08;;;;
IMAGES_P;2014;330000597;330027509;N4130;3;0;2.98;;;;
IMAGES_P;2014;330000597;330027509;NAUT;2;2;1.64;;;;
IMAGES_P;2014;330000605;330781253;N4130;30;4;30.77;;;;
IMAGES_P;2014;330000605;330781253;N4160;1;;1;;;;
IMAGES_P;2014;330000605;330781253;NAUT;3;10;11.43;;;;
IMAGES_P;2014;330000613;330781261;M1160;1;;1;0;0;0;0
IMAGES_P;2014;330000613;330781261;N4130;4;1;4.75;0;1;;
IMAGES_P;2014;330000613;330781261;N4160;;1;0.4;;;;
IMAGES_P;2014;330000613;330781261;NAUT;2;;2;;;;
IMAGES_P;2014;330000662;330781329;M1160;7;11;7.44;0;0;0;0
IMAGES_P;2014;330000662;330781329;M1210;2;1;2.1;0;0;;
IMAGES_P;2014;330000662;330781329;N4130;19;4;21.4;;;;
IMAGES_P;2014;330000662;330781329;N4160;1;1;1.4;;;;
IMAGES_P;2014;330000662;330781329;NAUT;16;4;17.9;;;;
IMAGES_P;2014;330780354;330000225;M1160;6;;2;0;0;;
IMAGES_P;2014;330780479;330000274;M1160;;17;4.25;;1;0;0
IMAGES_P;2014;330780479;330000274;M1210;;3;1.64;;;;
IMAGES_P;2014;330780479;330000274;N4130;19;;19;;1;;
IMAGES_P;2014;330780479;330000274;N4160;2;1;2.91;;;;
IMAGES_P;2014;330780479;330000274;NAUT;12;3;14.12;;;;
IMAGES_P;2014;330780560;330781386;N4130;;1;0.5;0;0;;
IMAGES_P;2014;330781139;330056540;N4130;1;1;1.1;0;0;;
IMAGES_P;2014;330781303;750821092;M1160;4;2;4.14;0;1;0;0
IMAGES_P;2014;330781303;750821092;N4130;19;2;18.3;1;0;;
IMAGES_P;2014;330781303;750821092;N4160;1;0;1;;;;
IMAGES_P;2014;330781303;750821092;NAUT;5;2;4.73;;;;
IMAGES_P;2014;330781352;330781196;M1160;4;7;6.2;0;1;0;0
IMAGES_P;2014;330781352;330781196;N4130;24;9;29.52;1;0;;
IMAGES_P;2014;330781352;330781196;N4160;1;;1;;;;
IMAGES_P;2014;330781352;330781196;NAUT;22;10;23.41;;;;
IMAGES_P;2014;330781360;330781196;M1160;14;22;21.5;1;1;;
IMAGES_P;2014;330781360;330781196;M1210;3;5;3.3;1;1;;
IMAGES_P;2014;330781360;330781196;N4130;118;16;119.03;1;1;;
IMAGES_P;2014;330781360;330781196;N4160;7;;7;;;;
IMAGES_P;2014;330781360;330781196;NAUT;79;15;82.43;;;;
IMAGES_P;2014;330782582;330000928;M1160;3;;3;0;0;;
IMAGES_P;2014;330783648;330781196;M1160;6;7;10.1;1;1;0;0
IMAGES_P;2014;330783648;330781196;M1210;4;13;9.35;1;1;;
IMAGES_P;2014;330783648;330781196;N4130;82;12;85.35;;;;
IMAGES_P;2014;330783648;330781196;N4160;6;;6;;;;
IMAGES_P;2014;330783648;330781196;NAUT;55;8;58.08;;;;
IMAGES_P;2014;330802778;310020383;N4130;;1;0.23;;;;
IMAGES_P;2014;330804501;330781212;N4130;1;;1;0;0;;
IMAGES_P;2014;330804501;330781212;N4160;1;;1;;;;
IMAGES_P;2014;330804501;330781212;NAUT;;1;0.5;;;;
IMAGES_P;2014;340000025;340780048;M1160;0;1;0.4;;;;
IMAGES_P;2014;340000025;340780048;N4130;2;0;2;;;;
IMAGES_P;2014;340000033;340780055;M1160;9;5;8.9;0;1;1;0
IMAGES_P;2014;340000033;340780055;N4130;31;8;35.33;1;1;;
IMAGES_P;2014;340000033;340780055;N4160;1;0;1;;;;
IMAGES_P;2014;340000033;340780055;NAUT;23;6;22.75;;;;
IMAGES_P;2014;340000207;340780493;M1160;4;1;3.45;0;1;0;0
IMAGES_P;2014;340000207;340780493;M1210;2;4;3.39;0;0;;
IMAGES_P;2014;340000207;340780493;N4130;11;1;10.31;0;0;;
IMAGES_P;2014;340000207;340780493;N4160;2;;1.2;;;;
IMAGES_P;2014;340000207;340780493;NAUT;7;2;5.19;;;;
IMAGES_P;2014;340000215;340780519;N4130;2;4;4.47;0;0;;
IMAGES_P;2014;340000223;340011295;M1160;5;0;5.92;0;1;;
IMAGES_P;2014;340000223;340011295;N4130;17;6;21.76;1;0;;
IMAGES_P;2014;340000223;340011295;N4160;1;0;1;;;;
IMAGES_P;2014;340000223;340011295;NAUT;7;1;6.46;;;;
IMAGES_P;2014;340000439;340780881;N4130;;1;0.12;0;0;;
IMAGES_P;2014;340001064;340013028;M1160;;1;0.2;0;;0;0
IMAGES_P;2014;340001064;340013028;N4130;;1;0.5;0;0;;
IMAGES_P;2014;340009885;340009877;M1160;18;;18;0;1;;
IMAGES_P;2014;340009885;340009877;N4130;5;1;5;;;;
IMAGES_P;2014;340009885;340009877;NAUT;5;;5;;;;
IMAGES_P;2014;340015965;340000074;M1160;0;;0;0;1;;
IMAGES_P;2014;340015965;340000074;N4130;0;;0;0;1;;
IMAGES_P;2014;340780212;340796069;N4130;1;0;0.73;0;0;;
IMAGES_P;2014;340780220;340796358;N4130;;1;0.46;0;0;;
IMAGES_P;2014;340780568;340000256;NAUT;1;;0.1;;;;
IMAGES_P;2014;340780642;340785856;M1160;2;5;5;0;1;1;0
IMAGES_P;2014;340780642;340785856;N4130;5;8;12.3;0;1;;
IMAGES_P;2014;340780642;340785856;NAUT;1;2;2.8;;;;
IMAGES_P;2014;340780667;340000280;M1160;5;5;7.7;0;1;1;1
IMAGES_P;2014;340780667;340000280;N4130;20;2;21.25;1;1;;
IMAGES_P;2014;340780667;340000280;N4160;2;0;2;;;;
IMAGES_P;2014;340780667;340000280;NAUT;19;2;20.5;;;;
IMAGES_P;2014;340781608;340015171;N4130;;2;0.47;0;0;;
IMAGES_P;2014;340782036;340780477;M1160;9;;5.8;;;0;0
IMAGES_P;2014;340782036;340780477;N4130;27;;26.58;;;;
IMAGES_P;2014;340782036;340780477;N4160;1;;1;;;;
IMAGES_P;2014;340782036;340780477;NAUT;8;;7.99;;;;
IMAGES_P;2014;340782085;340780477;M1160;10;2;6.4;1;1;1;1
IMAGES_P;2014;340782085;340780477;M1210;1;1;0.75;0;0;;
IMAGES_P;2014;340782085;340780477;N4130;49;1;44.38;1;1;;
IMAGES_P;2014;340782085;340780477;N4160;1;1;1.5;;;;
IMAGES_P;2014;340782085;340780477;NAUT;16;;14.5;;;;
IMAGES_P;2014;340785161;340780477;M1160;11;3;8.31;0;1;0;0
IMAGES_P;2014;340785161;340780477;M1210;1;1;0.75;0;0;;
IMAGES_P;2014;340785161;340780477;N4130;75;4;74.53;1;1;;
IMAGES_P;2014;340785161;340780477;N4160;2;2;3.5;;;;
IMAGES_P;2014;340785161;340780477;NAUT;25;1;23;;;;
IMAGES_P;2014;340796093;340796069;N4130;1;;0.3;0;0;;
IMAGES_P;2014;340796663;340780477;M1160;17;1;9.35;;;;
IMAGES_P;2014;340796663;340780477;N4130;41;;37.85;;;;
IMAGES_P;2014;340796663;340780477;N4160;2;;2.17;;;;
IMAGES_P;2014;340796663;340780477;NAUT;29;1;19.53;;;;
IMAGES_P;2014;340798511;340798503;M1160;3;;3;0;0;0;0
IMAGES_P;2014;340798511;340798503;N4130;14;;14;0;0;;
IMAGES_P;2014;340798511;340798503;N4160;2;3;4;;;;
IMAGES_P;2014;350000147;350000022;M1160;4;0;3.2;0;1;1;0
IMAGES_P;2014;350000147;350000022;N4130;13;7;18.76;1;1;;
IMAGES_P;2014;350000147;350000022;N4160;;1;0.8;;;;
IMAGES_P;2014;350000147;350000022;NAUT;17;;14.74;;;;
IMAGES_P;2014;350000154;350000030;M1160;3;;3;0;1;1;0
IMAGES_P;2014;350000154;350000030;N4130;10;2;12.13;1;0;;
IMAGES_P;2014;350000154;350000030;N4160;2;;1.05;;;;
IMAGES_P;2014;350000154;350000030;NAUT;10;;7.78;;;;
IMAGES_P;2014;350000162;350000048;M1160;1;;2.15;0;1;0;0
IMAGES_P;2014;350000162;350000048;N4130;7;4;9.44;1;0;;
IMAGES_P;2014;350000162;350000048;N4160;1;;1;;;;
IMAGES_P;2014;350000162;350000048;NAUT;5;;3.44;;;;
IMAGES_P;2014;350000188;350000055;M1160;1;1;2.22;0;1;;
IMAGES_P;2014;350000188;350000055;N4130;9;;9;0;1;;
IMAGES_P;2014;350000188;350000055;N4160;1;;0.83;;;;
IMAGES_P;2014;350000188;350000055;NAUT;1;2;3.17;;;;
IMAGES_P;2014;350000337;350000246;M1160;;1;0.18;0;0;0;0
IMAGES_P;2014;350000337;350000246;N4130;2;2;1.05;0;0;;
IMAGES_P;2014;350000337;350000246;NAUT;1;1;0.04;;;;
IMAGES_P;2014;350000741;350005179;M1160;20;4;14.65;0;1;1;0
IMAGES_P;2014;350000741;350005179;N4130;61;23;79.66;0;1;;
IMAGES_P;2014;350000741;350005179;N4160;7;;5.6;;;;
IMAGES_P;2014;350000741;350005179;NAUT;62;10;67.53;;;;
IMAGES_P;2014;350002200;350029948;M1160;;;;0;0;0;1
IMAGES_P;2014;350002200;350029948;N4130;;1;0.9;0;0;;
IMAGES_P;2014;350002812;350023503;M1160;5;2;5.75;0;0;0;0
IMAGES_P;2014;350002812;350023503;M1210;7;1;5.97;0;0;;
IMAGES_P;2014;350002812;350023503;N4130;20;7;23.43;0;0;;
IMAGES_P;2014;350002812;350023503;N4160;2;0;2;;;;
IMAGES_P;2014;350002812;350023503;NAUT;8;2;9.3;;;;
IMAGES_P;2014;350007084;350005179;M1160;12;3;7.61;0;1;1;0
IMAGES_P;2014;350007084;350005179;N4130;18;10;23.31;0;0;;
IMAGES_P;2014;350007084;350005179;N4160;1;;1.43;;;;
IMAGES_P;2014;350007084;350005179;NAUT;16;7;20.21;;;;
IMAGES_P;2014;360000038;360000046;M1160;0;3;1.14;;1;;
IMAGES_P;2014;360000038;360000046;N4130;4;2;4.45;;1;;
IMAGES_P;2014;360000038;360000046;N4160;0;1;0.27;;;;
IMAGES_P;2014;360000038;360000046;NAUT;2;1;1.95;;;;
IMAGES_P;2014;360000137;360000053;M1160;3;4;5.36;;;;
IMAGES_P;2014;360000137;360000053;N4130;33;5;35.07;;1;;
IMAGES_P;2014;360000137;360000053;N4160;2;;2;;;;
IMAGES_P;2014;360000137;360000053;NAUT;13;1;13.8;;;;
IMAGES_P;2014;360000160;360000079;M1160;2;3;2.28;0;1;0;0
IMAGES_P;2014;360000160;360000079;N4130;4;5;7.27;0;1;;
IMAGES_P;2014;360000160;360000079;N4160;;1;0.2;;;;
IMAGES_P;2014;360000160;360000079;NAUT;3;11;3.71;;;;
IMAGES_P;2014;370000085;370000077;M1160;24;;24;0;1;0;0
IMAGES_P;2014;370000085;370000077;N4130;7;;7;0;1;;
IMAGES_P;2014;370000085;370000077;NAUT;6;;6;;;;
IMAGES_P;2014;370000093;370000192;M1160;5;15;20;0;1;0;0
IMAGES_P;2014;370000093;370000192;N4130;5;;5;0;1;;
IMAGES_P;2014;370000093;370000192;NAUT;4;;4;;;;
IMAGES_P;2014;370000499;370000481;M1160;7;2;8.2;0;1;;
IMAGES_P;2014;370000499;370000481;N4130;13;5;17.04;;;;
IMAGES_P;2014;370000499;370000481;N4160;1;0;0.92;;;;
IMAGES_P;2014;370000499;370000481;NAUT;9;1;8.75;;;;
IMAGES_P;2014;370000580;370000564;M1160;1;;1.41;0;0;0;0
IMAGES_P;2014;370000580;370000564;N4130;3;;3;0;0;;
IMAGES_P;2014;370000580;370000564;N4160;1;;0.5;;;;
IMAGES_P;2014;370000580;370000564;NAUT;1;1;1.67;;;;
IMAGES_P;2014;370000861;370000481;M1160;16;2;13.01;0;1;;
IMAGES_P;2014;370000861;370000481;N4130;24;11;31.63;;;;
IMAGES_P;2014;370000861;370000481;N4160;1;0;1.04;;;;
IMAGES_P;2014;370000861;370000481;NAUT;23;13;32.14;;;;
IMAGES_P;2014;370000879;370000564;M1160;3;1;3.02;0;1;0;0
IMAGES_P;2014;370000879;370000564;N4130;4;6;9.18;0;1;;
IMAGES_P;2014;370000879;370000564;N4160;2;;0.6;;;;
IMAGES_P;2014;370000879;370000564;NAUT;3;1;4.84;;;;
IMAGES_P;2014;370000903;370000614;M1160;2;;2;0;1;;
IMAGES_P;2014;370000903;370000614;N4130;6;;6;;;;
IMAGES_P;2014;370000903;370000614;N4160;1;;0.23;;;;
IMAGES_P;2014;370000903;370000614;NAUT;4;;3.04;;;;
IMAGES_P;2014;370004467;370000481;M1160;11;;8.35;0;1;;
IMAGES_P;2014;370004467;370000481;M1210;4;1;3.78;;;;
IMAGES_P;2014;370004467;370000481;N4130;39;12;44.52;;;;
IMAGES_P;2014;370004467;370000481;N4160;2;0;2.21;;;;
IMAGES_P;2014;370004467;370000481;NAUT;24;11;31.95;;;;
IMAGES_P;2014;370007569;370007528;M1160;;4;0.2;;;;
IMAGES_P;2014;380000018;380780023;N4130;;1;0.7;0;0;;
IMAGES_P;2014;380000026;380780031;M1160;1;;1.43;0;1;0;0
IMAGES_P;2014;380000026;380780031;N4130;5;1;5.7;0;1;;
IMAGES_P;2014;380000026;380780031;NAUT;2;;2.25;;;;
IMAGES_P;2014;380000034;380780049;M1160;4;;4.79;0;1;0;0
IMAGES_P;2014;380000034;380780049;N4130;20;14;28.15;1;0;;
IMAGES_P;2014;380000034;380780049;N4160;1;;1;;;;
IMAGES_P;2014;380000034;380780049;NAUT;11;3;12.8;;;;
IMAGES_P;2014;380000042;380780056;M1160;;2;1.41;0;0;;
IMAGES_P;2014;380000042;380780056;N4130;5;1;5.61;0;1;;
IMAGES_P;2014;380000042;380780056;N4160;;;0.18;;;;
IMAGES_P;2014;380000042;380780056;NAUT;2;1;3.23;;;;
IMAGES_P;2014;380000059;380780072;M1160;;1;0.5;0;0;0;
IMAGES_P;2014;380000059;380780072;N4130;1;;1;0;0;;
IMAGES_P;2014;380000059;380780072;NAUT;1;;0.5;;;;
IMAGES_P;2014;380000067;380780080;M1160;22;2;16.99;1;1;0;0
IMAGES_P;2014;380000067;380780080;M1210;5;2;4.2;0;0;;
IMAGES_P;2014;380000067;380780080;N4130;82;22;99.13;;;;
IMAGES_P;2014;380000067;380780080;N4160;4;;4.95;;;;
IMAGES_P;2014;380000067;380780080;NAUT;42;8;51.46;;;;
IMAGES_P;2014;380000091;380780171;M1160;;;0.2;;;0;0
IMAGES_P;2014;380000091;380780171;N4130;2;1;2.8;;;;
IMAGES_P;2014;380000109;380780213;M1160;;2;0.45;0;0;0;0
IMAGES_P;2014;380000109;380780213;N4130;2;;2;0;0;;
IMAGES_P;2014;380000109;380780213;NAUT;;1;0.34;;;;
IMAGES_P;2014;380000133;380780247;M1160;;1;0.01;0;0;0;0
IMAGES_P;2014;380000133;380780247;N4130;2;1;2.6;0;0;;
IMAGES_P;2014;380000133;380780247;NAUT;1;0;1;;;;
IMAGES_P;2014;380000174;380781435;M1160;2;6;3.15;0;0;1;0
IMAGES_P;2014;380000174;380781435;N4130;16;7;20.58;1;0;;
IMAGES_P;2014;380000174;380781435;N4160;1;;1;;;;
IMAGES_P;2014;380000174;380781435;NAUT;10;4;12.08;;;;
IMAGES_P;2014;380000406;380784751;M1160;3;;2.36;;;;
IMAGES_P;2014;380000406;380784751;N4130;10;4;12.85;1;;;
IMAGES_P;2014;380000406;380784751;N4160;1;;1;;;;
IMAGES_P;2014;380000406;380784751;NAUT;11;1;10.84;;;;
IMAGES_P;2014;380780288;380795203;M1160;;3;1;0;1;0;0
IMAGES_P;2014;380780288;380795203;N4130;1;2;1.83;0;0;;
IMAGES_P;2014;380780379;380798249;M1160;;4;0.3;0;0;0;0
IMAGES_P;2014;380780379;380798249;M1210;;;;0;1;;
IMAGES_P;2014;380780379;380798249;NAUT;;1;0.5;;;;
IMAGES_P;2014;380782722;380780080;M1160;2;1;3.98;0;0;0;0
IMAGES_P;2014;380782722;380780080;N4130;14;2;16.02;;;;
IMAGES_P;2014;380782722;380780080;N4160;1;;1;;;;
IMAGES_P;2014;380782722;380780080;NAUT;4;4;6.7;;;;
IMAGES_P;2014;380785956;380795211;M1160;3;;3;0;1;1;0
IMAGES_P;2014;380785956;380795211;N4130;9;2;8;1;1;;
IMAGES_P;2014;380785956;380795211;N4160;1;;1;;;;
IMAGES_P;2014;380785956;380795211;NAUT;6;;5;;;;
IMAGES_P;2014;390000040;390780146;M1160;4;;3.27;0;1;1;1
IMAGES_P;2014;390000040;390780146;N4130;13;3;15.4;;;;
IMAGES_P;2014;390000040;390780146;N4160;1;;1;;;;
IMAGES_P;2014;390000040;390780146;NAUT;1;16;5.7;;;;
IMAGES_P;2014;390000057;390780153;M1160;;2;0.35;0;0;0;0
IMAGES_P;2014;390000057;390780153;N4130;1;1;1.3;0;0;;
IMAGES_P;2014;390000057;390780153;NAUT;1;;1;;;;
IMAGES_P;2014;390000065;390780161;M1160;2;1;3.66;;1;;
IMAGES_P;2014;390000065;390780161;N4130;6;;5.24;;1;;
IMAGES_P;2014;390000065;390780161;NAUT;1;1;1.25;;;;
IMAGES_P;2014;390000073;390780179;M1160;;1;0.5;0;0;0;0
IMAGES_P;2014;390000073;390780179;N4130;1;;1;0;0;;
IMAGES_P;2014;390000172;250006335;N4130;;1;0.5;0;0;;
IMAGES_P;2014;390000214;390780591;M1160;;2;1.2;0;0;0;0
IMAGES_P;2014;390000214;390780591;N4130;5;;4.95;0;0;;
IMAGES_P;2014;390000214;390780591;N4160;;1;0.63;;;;
IMAGES_P;2014;390000222;390780609;M1160;2;1;2.51;1;0;0;0
IMAGES_P;2014;390000222;390780609;N4130;12;4;15.32;0;1;;
IMAGES_P;2014;400000105;400780193;M1160;1;16;2.89;0;1;1;0
IMAGES_P;2014;400000105;400780193;N4130;16;4;17.35;1;0;;
IMAGES_P;2014;400000105;400780193;N4160;1;;1;;;;
IMAGES_P;2014;400000105;400780193;NAUT;11;2;10.51;;;;
IMAGES_P;2014;400000139;400011177;M1160;5;;5;0;1;0;0
IMAGES_P;2014;400000139;400011177;M1210;2;;2;0;0;;
IMAGES_P;2014;400000139;400011177;N4130;27;7;30.83;1;1;;
IMAGES_P;2014;400000139;400011177;N4160;1;0;1.41;;;;
IMAGES_P;2014;400000139;400011177;NAUT;14;3;15.08;;;;
IMAGES_P;2014;400780250;400011177;N4130;0;0;0.28;0;0;;
IMAGES_P;2014;400782769;400001764;M1160;2;;2;0;1;0;0
IMAGES_P;2014;400782769;400001764;N4130;3;2;4;0;1;;
IMAGES_P;2014;400782769;400001764;NAUT;5;;5;;;;
IMAGES_P;2014;400791018;400790994;N4130;1;;1;0;0;;
IMAGES_P;2014;410000020;410000087;M1160;3;7;7.31;1;0;0;0
IMAGES_P;2014;410000020;410000087;N4130;23;10;30.51;1;0;;
IMAGES_P;2014;410000020;410000087;N4160;1;0;1;;;;
IMAGES_P;2014;410000020;410000087;NAUT;8;3;11.27;;;;
IMAGES_P;2014;410000038;410000095;N4130;4;;4;0;1;;
IMAGES_P;2014;410000046;410000103;M1160;3;;1.41;1;1;0;0
IMAGES_P;2014;410000046;410000103;N4130;11;2;12.75;1;0;;
IMAGES_P;2014;410000046;410000103;NAUT;2;1;2.78;;;;
IMAGES_P;2014;410000053;410000111;M1160;;1;0.15;0;0;0;0
IMAGES_P;2014;410000053;410000111;N4130;1;;1;0;0;;
IMAGES_P;2014;420000010;420780033;M1160;6;2;7.22;0;1;0;0
IMAGES_P;2014;420000010;420780033;N4130;16;8;21.94;0;0;;
IMAGES_P;2014;420000010;420780033;N4160;1;0;0.5;;;;
IMAGES_P;2014;420000010;420780033;NAUT;8;6;12.52;;;;
IMAGES_P;2014;420000226;420013831;M1160;2;0;3.14;0;1;0;0
IMAGES_P;2014;420000226;420013831;N4130;7;3;10.19;0;0;;
IMAGES_P;2014;420000226;420013831;N4160;1;0;1;;;;
IMAGES_P;2014;420000226;420013831;NAUT;4;3;4.68;;;;
IMAGES_P;2014;420000234;420780652;M1160;4;1;4.3;0;1;;
IMAGES_P;2014;420000234;420780652;N4130;14;2;15;1;0;;
IMAGES_P;2014;420000234;420780652;N4160;1;;1;;;;
IMAGES_P;2014;420000234;420780652;NAUT;3;2;4;;;;
IMAGES_P;2014;420000242;420780660;N4130;1;;0.1;0;0;;
IMAGES_P;2014;420000267;420013831;M1160;3;0;2.78;0;1;0;0
IMAGES_P;2014;420000267;420013831;N4130;2;7;7.47;0;1;;
IMAGES_P;2014;420000267;420013831;N4160;0;1;0.5;;;;
IMAGES_P;2014;420000267;420013831;NAUT;0;7;3.77;;;;
IMAGES_P;2014;420010241;420013492;M1160;1;4;1.7;0;0;;
IMAGES_P;2014;420010241;420013492;N4130;3;4;5.95;0;0;;
IMAGES_P;2014;420010241;420013492;NAUT;2;1;2.76;;;;
IMAGES_P;2014;420011413;420011405;M1160;29;;29;1;0;0;0
IMAGES_P;2014;420011413;420011405;M1210;4;;4;1;0;;
IMAGES_P;2014;420011413;420011405;N4130;13;;13;0;1;;
IMAGES_P;2014;420011413;420011405;N4160;1;;1;;;;
IMAGES_P;2014;420011413;420011405;NAUT;20;;20;;;;
